@relation _home_wattams_temp_raib-scrape_data_txt_.

@attribute text string
@attribute filename string
@attribute @@class@@ {'Heavy rail','Heritage railways','Heavy rail and 1 others',Metros,'Heavy rail and 2 others','Light rail'}

@data
'\n  On 10 March 2009, a Docklands Light Railway service became derailed as it travelled through a set of points at North Quay junction, just north of West India Quay station.  There were no injuries to the 80 passengers or the passenger service agent on board the train. \n\nThe immediate cause of the derailment was that the train travelled through the points in a trailing direction when the points were not correctly set for this movement, and derailed.\n\nThe causal factors which led to the derailment were that the passenger service agent did not identify that the points were set reverse, or see the unlit point position indicator and stop the train; the control centre controller did not intervene to stop the movement of the train or follow the emergency procedure; and the control centre controller was not aware of the exact position of the train.\n\nRAIB has made seven recommendations which include the criteria for the location of point position indicators and the review of their sighting and subsequent improvements; alarm management systems in the system management centre; the replacement of all point position indicators with ones that are more conspicuous when lit; and adequate control of changes to the design and operations of the railway.\n\nR032010-100304-West-India-Quay.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for West India Quay\n\n',/home/wattams/temp/raib-scrape/data/txt/./Metros/derailment_near_west_india_quay_station.txt,Metros
'\n  At 00:16 hrs on 5 June 2011, a Manchester Metrolink tram struck and fatally injured a pedestrian.\n\nThe tram was approaching Piccadilly Gardens, from the direction of Market Street, at a speed of about 9 mph (15 km/h) when a pedestrian ran into its path. The pedestrian appeared to become aware of the tram and tried to stop before reaching the track, but fell directly in front of the tram. Although the tram had started to brake before reaching the pedestrian, it did not come to a complete stand before the pedestrian had come into contact with the under-run protector. This is a device that projects down from the underside of the tram and is designed to prevent pedestrians from being crushed under the wheels.\n\nRAIB has made two recommendations to UK tram operators in conjunction with UKTram (a body representing UK tram operators). These relate to improvements in the collection of pedestrian injury data in order to better understand the role of the tram front end design in minimising injury, and to research into the design of tram front ends and their potential for injuring pedestrians in collisions.\n\nR082012-120530-Piccadilly-Gardens.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Piccadilly Gardens\n\n','/home/wattams/temp/raib-scrape/data/txt/./Light rail/fatal_accident_at_piccadilly_gardens.txt','Light rail'
'\n  At about 14:35 hrs on 17 November 2014, a train travelling at 110 mph (177 km/h) struck the top of a signal which had collapsed and fallen across the railway line near Newbury. The signal post completely obstructed one track and partially obstructed a second (the one on which the train was travelling). There were no injuries and the train did not derail, but it did sustain some exterior damage. The outcome could have been much more serious if the first train to encounter the collapsed signal had been travelling at speed on the completely obstructed track.\n\nThe signal collapsed because the base of the post, which was of hollow tubular steel construction, had corroded through, causing an almost complete loss of wall thickness at and just above ground level. Corrosion had occurred to both internal and external surfaces; internally because water had entered the post and there was no drainage for it to escape, while the external corrosion was affected by the base being buried in ballast, which held water around the base and damaged the protective coating on the signal post.\n\nSignal posts are subject to annual visual examinations, but the examinations of this signal did not detect the problem because the main area of corrosion was hidden by ballast, and the examinations regime was vulnerable to missing such defects. A separate examination in 2012 for a resignalling project in the area also did not detect the defect for similar reasons. Because the defect was not detected, it was not reported and remedied through maintenance.\n\nThe investigation also identified possible underlying factors associated with the management of ballast levels around post bases, competence management of structures examiners and corporate knowledge about the original design specifications for signal structures.\n\nAs a consequence of this investigation RAIB has made five recommendations. Four of the recommendations are addressed to Network Rail and cover the management and examination of signal structures and their resistance to such failures. The fifth recommendation is addressed to Amey regarding its competence management arrangements for structures examiners.\n\nRAIB has also identified a learning point relating to the process for conducting visual examinations on structures such as signal posts.\n\nR152015_150923_Newbury \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Newbury\n\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/collision_with_a_collapsed_signal_post_at_newbury.txt','Heavy rail'
'\n  \nRAIB bulletin published regarding the blowback of a locomotive fire at Wood Green tunnel, London, on 27 May 2012.\n\n120919-B042012-Wood-Green.pdf (431.75 kb) \n\n','/home/wattams/temp/raib-scrape/data/txt/./Heritage railways/blowback_of_a_locomotive_fire_at_wood_green_tunnel_london_on_27_may_2012.txt','Heritage railways'
'\n  At about 18:50 hrs on 23 November 2013, while a steam-hauled passenger train from London Waterloo to Weymouth was approaching Winchfield in Hampshire at about 40 mph (64 km/h), the right-hand connecting rod of the locomotive became detached at its leading end (referred to as the small end), which dropped down onto the track. The driver stopped the train immediately, about one mile (1.6 km) outside Winchfield station. There was some damage to the track, but no-one was hurt. The accident could, in slightly different circumstances, have led to derailment of the train.\n\nThe immediate cause of the accident was that the small end assembly came apart, allowing one end of the connecting rod to drop to the ground. The reasons for this could not be established with certainty because some components could not be found after the accident. It is possible that the gudgeon pin securing nut unwound following breakage of the cotter and previous loosening of the nut. A possible factor is that the design of some components had been modified during the restoration of the locomotive some years earlier, without full consideration of the possible effect of these changes. There were deficiencies in the design and manufacture of the cotter. It is also possible, but less likely, that the securing nut split due to an inherent flaw or fatigue cracking.\n\nRAIB has made four recommendations, directed variously to West Coast Railway Company, the Heritage Railway Association, and the Main Line Steam Locomotive Operators Association. They cover the maintenance arrangements for steam locomotives used on the national network, a review of the design of the small end assembly on the type of locomotive involved in the accident, guidance on the design and manufacture of cotters, and assessment of risk arising from changes to the details of the design of locomotives.\n\nR132014-140616-Winchfield.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Winchfield\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail and 1 others/locomotive_failure_near_winchfield.txt','Heavy rail and 1 others'
'\n  At 17:29 hrs on 11 July 2011, a loaded passenger train on the Victoria Line of London Underground departed from Warren Street station with all the passenger saloon doors open on the platform side of the train. When the train reached 8 km/h, a safety system on the train closed the doors, but not before the train had entered the tunnel with the leading set of saloon doors open. No-one was hurt in the incident.\n\nThe train, consisting of new 2009 tube stock, is fitted with sensitive edge doors designed to apply the brakes if a thin object trapped by the doors is detected. The sensitive edge system was activated when the train stopped at the previous station, Oxford Circus.\n\nThe train left Warren Street station with the doors open because the train operator had omitted to close them, having previously disabled the train door interlock (a safety system that requires the doors to be closed before a train can start). The train operator was unable to reset the sensitive edge system between Oxford Circus and Warren Street, and became more and more confused in his attempts to resolve it. RAIB found that the modification to allow train operators to override an activated sensitive edge system had changed the operation of an indication light, which probably misled the train operator. Deficiencies in the train operator’s competence had not been identified and this lack of competence was also a probable factor leading to the train operator’s confusion.\n\nRAIB has made four recommendations to London Underground Ltd covering a review of the guidance and instructions to train operators relating to resolving activated sensitive edge systems; the process of managing engineering change; the competence management of train operators; and the requesting of operational and technical support by train operators.\n\nR132012-120705-Warren-Street.pdf \n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Warren Street\n\n\n',/home/wattams/temp/raib-scrape/data/txt/./Metros/doors_open_on_train_at_warren_street.txt,Metros
'\n  At 13:25 hrs on 20 April 2011, a tram travelling towards the Jewellery Quarter tram stop on the Midland Metro struck an item of overhead line equipment (OLE), known as a cantilever, which had previously become partially detached from its supporting pole. This damaged the tram and led to a progressive collapse of the OLE for about 200 metres, which resulted in further damage to the tram. Three adult and three child passengers suffered injuries which required hospital treatment as a result of the accident.\n\nThe cantilever became detached because part of the assembly which connected it to its supporting pole, known as the reducing sleeve, had fractured after becoming mechanically overloaded.\n\nThis overload resulted from a combination of the cantilever becoming momentarily restrained at some point along its length and either the introduction of an abnormal load (following the failure of a tensioned component) or the action of operating loads within the OLE. The cantilever may also have been restrained to some degree from rotating around its supporting pole. This restraint, the way in which the cantilever was installed, the ambient temperature and reduced clearances around tensioned components were also possibly factors in creating the overload.\n\nRAIB has made seven recommendations to National Express Midland Metro. These cover;\n\n\n  the understanding of relevant failure mechanisms within the OLE system and the prevention of further similar incidents\n  the change control of safety critical OLE components\n  the management of the possible risks created by a driver becoming incapacitated during an incident\n  the maintenance of mandatory competences held by members of tram crew.\n\n\nR212012-120927-Jewellery-Quarter.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Jewellery Quarter\n\n','/home/wattams/temp/raib-scrape/data/txt/./Light rail/collapse_of_overhead_line_equipment_near_jewellery_quarter_tram_stop.txt','Light rail'
'\n  On 14 May 2015, a passenger train collided with a tractor at Oakwood Farm user worked crossing near Knaresborough, North Yorkshire. The train was carrying 66 people and travelling at 65 mph (105 km/h), but did not derail. The collision caused the front of the tractor to become detached from its cab. The tractor driver suffered minor injuries, and the train driver was treated for shock. However, in different circumstances the consequences could have been much worse.\n\nThe tractor driver began crossing the railway after the illuminated warning at the crossing started to display a red light. Oakwood Farm user worked crossing is one of a small number in the country that had been fitted with remotely operated, powered gates. It is likely the tractor driver did not recheck the warning lights after first stopping on the approach to the crossing to press a button to open the gates. This button had not originally been intended to open the gates (it should only have been capable of being used to close them). It was situated at such a distance from the crossing that the time it took for the tractor driver to stop, open the gates and then drive onto the crossing, was greater than the time between the warning light turning red and the arrival of the train. There was no sign at the button to warn the driver to recheck the warning light before going over the crossing. The investigation also found that the warning light was not conspicuous among the many signs present at the crossing. \n\nThe underlying causes of the accident were that Network Rail did not ensure that the risks at the crossing were adequately mitigated, and that the process for the introduction of the gate operating equipment was adequately managed.\n\nAs a result of this accident, RAIB has made three recommendations to Network Rail. \n\nThe first is to improve the safety at Oakwood Farm user worked crossing and the second is to review the safety of other user worked crossings fitted, or planned to be fitted, with the remotely operated gate opening equipment. \n\nThe third recommendation is for Network Rail to review the robustness of its processes for introducing new equipment on to its railway infrastructure.\n\nR072016_160428_Oakwood_Farm\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Oakwood Farm\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail/collision_between_train_and_tractor.txt','Heavy rail'
'\n  On Sunday 16 April 2006 a locomotive hauling a passenger service on the North Yorkshire Moors Railway suffered a blowback of its fire south of Grosmont station. The blowback filled part of the footplate with flame for between 4 and 10 seconds. The locomotive driver suffered minor burns.\n\nThe immediate cause of the accident was a loss of forward draft at a time that the firehole doors were open. The loss of draft was caused by the failure of a blastpipe base/saddle plate weld that was made undersized when the locomotive was originally built, allowing the blast pipe to move out of line. There were two causal factors, eight contributory factors and two underlying causes identified.\n\nRAIB has made nine recommendations as a result of its investigation. These cover:\n\n\n  the size, inspection and repair of blast pipe base/saddle plate welds;\n  provision for mechanical inspections when outsourcing work;\n  assessment of hazards to train crew and public in the development of maintenance schedules;\n  provision of first aid kits on minor railway locomotive footplates;\n  annealing of copper blower feed pipes; and\n  notification of incidents between the heritage sector and the mainline railway.\n\n\nR042007-070130-Grosmont.pdf\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB recommendation response for Grosmont\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heritage railways/the_blowback_of_a_locomotive_fire_at_grosmont.txt','Heritage railways'
'\n  At approximately 12:35 hrs on 12 May 2014, an unmanned train ran away for a distance of around 1.8 miles (2.9 km) before colliding with a set of unattended coaches. The collision occurred about 450 metres south of Loughborough Central station, located on the Great Central Railway. This is a heritage railway, and no train services for public use were being operated on the day of the accident. Nobody was injured as a result of the collision, although significant damage was sustained by some of the rail vehicles involved. The train which ran away had been previously left unattended within a possession on a main line opposite Quorn signal box. The railway at Quorn is on a gradient which descends towards Loughborough.\n\nThe train which ran away consisted of a locomotive coupled to a single coach. RAIB’s investigation found that, before the train was left unattended, the air brakes on the locomotive had been applied by the driver and a single wheel scotch had been positioned against one of the locomotive’s wheels by a member of staff. The handbrakes on the locomotive were not applied and the coach was not secured with either brakes or a wheel scotch. \n\nRAIB has concluded that the train ran away because the wheel scotch was positioned against the locomotive’s wheel in a way which made it ineffective. The RAIB determined that the handbrakes on the locomotive, had they been used, would have provided sufficient braking force to have held the train. The driver did not apply the locomotive’s handbrakes because he believed that they were not effective on this class of locomotive and that the wheel scotch would provide sufficient braking force, should the pressure in the air braking system leak away. The driver may also have been influenced by the prevailing practices on the railway which related to the use of handbrakes. \n\nThe train was not left in a location where it would have been protected from running away by the arrangement of the infrastructure. This was probably because the staff involved thought that these locations were either not available or needed disproportionate time to access. It may also have been because they had a reduced perception of the risks of leaving trains unattended outside of these locations.\nRAIB found that checks by the Great Central Railway’s managers did not detect the full-extent of the unsafe and non-compliant practices present within possessions. The investigation also found that some of the rules relating to the way in which rail vehicles were to be left unattended were inconsistent and potentially unclear. \n\nAs a consequence of this investigation, RAIB has identified two key learning points. These are: that the movement of trains not connected by a continuous automatic brake or which do not include a brake van under the control of a guard should be avoided; and that safety critical activities must be undertaken by an adequate number of staff holding the correct competencies.\nRAIB has also made four recommendations addressed to the Great Central Railway. These relate to: ensuring that activities which result in trains being left unattended are subject to effective risk controls; implementing the railway’s safety management system to ensure that its requirements relating to the training and assessment of staff are effective; ensuring that non-compliances and unsafe practices are detected in the future; and ensuring that the Great Central Railway has effective oversight of the maintenance being undertaken on diesel locomotives operating on its infrastructure. \n\nR042015_150521_Loughborough_Central\n\nResponse to recommendations:\n\n\n  RAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body\n  RAIB may add comment, particularly if we have concerns regarding these responses.\n\n\nRAIB Recommendation response for Loughborough Central station\n\n','/home/wattams/temp/raib-scrape/data/txt/./Heavy rail and 1 others/runaway_and_collision_near_to_loughborough_central_station.txt','Heavy rail and 1 others'
'\n  On Wednesday 24 May a manually propelled track trolley being used during engineering works on the Circle Line of London Underground ran away down a gradient of 1 in 70 and collided with another, stationary, trolley. A warning had been given and all staff were clear of the line. There were no injuries.\n\nThe immediate cause of the incident was that the trolley brakes failed to stop the trolley when they were applied. Causal factors were the failure to carry out prescribed checks of the trolley before use and a modification to the brake system that reduced its effectiveness. There were four factors contributing to the incident, and the underlying cause was identified as the widespread unauthorised modification of brakes allowed and encouraged by this design of trolley.\n\nRAIB has made nine recommendations aimed at:\n\n\n  the design, acceptance and maintenance of track trolleys;\n  the training of Track Trolley Operators (TTOs);\n  the management of sites where track trolleys are used;\n  the reporting of incidents on the London Underground network.\n\n\nR122007-070502-Notting-Hill-Gate.pdf\n\nResponse to recommendations:\n\nRAIB will periodically update the status of recommendations as reported to us by the relevant safety authority or public body.\nRAIB may add comment, particularly if we have concerns regarding these responses.\n\nRAIB recommendation response for Notting Hill Gate \n\n',/home/wattams/temp/raib-scrape/data/txt/./Metros/runaway_trolley_at_notting_hill_gate.txt,Metros
